ligne_id;commande_id;produit_id;quantite;prix_unitaire;remise_pourcent;montant_ligne
LIG003184;CMD001085;PRD00094;1;29;0.0;29.0
LIG003185;CMD001085;PRD00017;1;379;0.0;379.0
LIG003186;CMD001086;PRD00074;1;129;0.0;129.0
LIG003187;CMD001086;PRD00089;2;89;10.0;160.2
LIG003188;CMD001087;PRD00026;2;119;10.0;214.2
LIG003189;CMD001088;PRD00093;1;19;15.0;16.15
LIG003190;CMD001088;PRD00081;2;39;10.0;70.2
LIG003191;CMD001088;PRD00063;2;19;15.0;32.3
LIG003192;CMD001088;PRD00032;3;59;0.0;177.0
LIG003193;CMD001088;PRD00045;1;89;0.0;89.0
LIG003194;CMD001089;PRD00037;2;299;5.0;568.1
LIG003195;CMD001090;PRD00012;2;449;5.0;853.1
LIG003196;CMD001090;PRD00065;1;139;0.0;139.0
LIG003197;CMD001090;PRD00045;3;89;5.0;253.65
LIG003198;CMD001090;PRD00005;1;1299;10.0;1169.1
LIG003199;CMD001091;PRD00049;1;599;0.0;599.0
LIG003200;CMD001091;PRD00005;2;1299;0.0;2598.0
LIG003201;CMD001092;PRD00091;2;35;15.0;59.5
LIG003202;CMD001092;PRD00012;3;449;5.0;1279.65
LIG003203;CMD001093;PRD00042;2;249;0.0;498.0
LIG003204;CMD001093;PRD00057;1;399;0.0;399.0
LIG003205;CMD001094;PRD00097;3;15;0.0;45.0
LIG003206;CMD001095;PRD00094;2;29;0.0;58.0
LIG003207;CMD001095;PRD00046;2;149;0.0;298.0
LIG003208;CMD001096;PRD00082;2;49;0.0;98.0
LIG003209;CMD001096;PRD00093;1;19;15.0;16.15
LIG003210;CMD001097;PRD00031;1;99;5.0;94.05
LIG003211;CMD001098;PRD00020;1;349;0.0;349.0
LIG003212;CMD001098;PRD00002;2;899;0.0;1798.0
LIG003213;CMD001098;PRD00085;2;35;15.0;59.5
LIG003214;CMD001099;PRD00009;2;1299;0.0;2598.0
LIG003215;CMD001099;PRD00041;2;899;0.0;1798.0
LIG003216;CMD001099;PRD00094;2;29;10.0;52.2
LIG003217;CMD001099;PRD00036;1;129;0.0;129.0
LIG003218;CMD001100;PRD00073;3;199;0.0;597.0
LIG003219;CMD001101;PRD00042;1;249;0.0;249.0
LIG003220;CMD001101;PRD00058;2;249;0.0;498.0
LIG003221;CMD001101;PRD00071;1;69;0.0;69.0
LIG003222;CMD001101;PRD00064;2;799;0.0;1598.0
LIG003223;CMD001101;PRD00046;2;149;0.0;298.0
LIG003224;CMD001102;PRD00040;1;49;10.0;44.1
LIG003225;CMD001102;PRD00010;1;799;15.0;679.15
LIG003226;CMD001103;PRD00005;1;1299;0.0;1299.0
LIG003227;CMD001103;PRD00073;1;199;5.0;189.05
LIG003228;CMD001103;PRD00067;2;49;5.0;93.1
LIG003229;CMD001103;PRD00061;1;39;0.0;39.0
LIG003230;CMD001104;PRD00044;3;449;10.0;1212.3
LIG003231;CMD001104;PRD00090;2;59;15.0;100.3
LIG003232;CMD001104;PRD00074;3;129;5.0;367.65
LIG003233;CMD001104;PRD00068;2;39;0.0;78.0
LIG003234;CMD001105;PRD00043;3;129;15.0;328.95
LIG003235;CMD001105;PRD00040;3;49;10.0;132.3
LIG003236;CMD001105;PRD00025;3;69;0.0;207.0
LIG003237;CMD001105;PRD00004;1;599;0.0;599.0
LIG003238;CMD001106;PRD00100;2;19;5.0;36.1
LIG003239;CMD001107;PRD00018;2;329;10.0;592.2
LIG003240;CMD001108;PRD00058;1;249;5.0;236.55
LIG003241;CMD001108;PRD00076;2;29;5.0;55.1
LIG003242;CMD001108;PRD00040;3;49;0.0;147.0
LIG003243;CMD001108;PRD00012;2;449;0.0;898.0
LIG003244;CMD001108;PRD00054;1;149;0.0;149.0
LIG003245;CMD001109;PRD00095;3;25;0.0;75.0
LIG003246;CMD001109;PRD00050;2;299;5.0;568.1
LIG003247;CMD001109;PRD00035;1;69;0.0;69.0
LIG003248;CMD001109;PRD00073;3;199;10.0;537.3
LIG003249;CMD001109;PRD00055;3;79;0.0;237.0
LIG003250;CMD001110;PRD00060;2;79;0.0;158.0
LIG003251;CMD001110;PRD00093;1;19;10.0;17.1
LIG003252;CMD001110;PRD00002;1;899;5.0;854.05
LIG003253;CMD001110;PRD00023;2;129;15.0;219.3
LIG003254;CMD001110;PRD00048;1;79;5.0;75.05
LIG003255;CMD001111;PRD00098;2;15;5.0;28.5
LIG003256;CMD001111;PRD00043;3;129;5.0;367.65
LIG003257;CMD001111;PRD00079;1;15;0.0;15.0
LIG003258;CMD001111;PRD00051;2;449;0.0;898.0
LIG003259;CMD001111;PRD00045;2;89;15.0;151.3
LIG003260;CMD001112;PRD00078;2;29;0.0;58.0
LIG003261;CMD001112;PRD00076;3;29;5.0;82.65
LIG003262;CMD001112;PRD00032;2;59;0.0;118.0
LIG003263;CMD001112;PRD00097;3;15;0.0;45.0
LIG003264;CMD001112;PRD00091;2;35;0.0;70.0
LIG003265;CMD001113;PRD00054;3;149;0.0;447.0
LIG003266;CMD001113;PRD00017;3;379;15.0;966.45
LIG003267;CMD001113;PRD00078;3;29;15.0;73.95
LIG003268;CMD001113;PRD00093;3;19;10.0;51.3
LIG003269;CMD001113;PRD00062;2;59;0.0;118.0
LIG003270;CMD001114;PRD00062;1;59;5.0;56.05
LIG003271;CMD001115;PRD00044;1;449;0.0;449.0
LIG003272;CMD001115;PRD00061;1;39;0.0;39.0
LIG003273;CMD001115;PRD00075;1;59;0.0;59.0
LIG003274;CMD001116;PRD00029;3;129;0.0;387.0
LIG003275;CMD001116;PRD00073;1;199;0.0;199.0
LIG003276;CMD001116;PRD00007;1;1199;0.0;1199.0
LIG003277;CMD001116;PRD00004;3;599;5.0;1707.15
LIG003278;CMD001116;PRD00019;2;129;5.0;245.1
LIG003279;CMD001117;PRD00001;3;1199;10.0;3237.3
LIG003280;CMD001117;PRD00072;1;39;0.0;39.0
LIG003281;CMD001117;PRD00056;2;89;15.0;151.3
LIG003282;CMD001117;PRD00011;2;699;10.0;1258.2
LIG003283;CMD001118;PRD00029;3;129;10.0;348.3
LIG003284;CMD001119;PRD00005;1;1299;0.0;1299.0
LIG003285;CMD001119;PRD00032;2;59;0.0;118.0
LIG003286;CMD001120;PRD00092;3;45;15.0;114.75
LIG003287;CMD001120;PRD00075;3;59;15.0;150.45
LIG003288;CMD001120;PRD00054;2;149;10.0;268.2
LIG003289;CMD001120;PRD00065;1;139;0.0;139.0
LIG003290;CMD001121;PRD00084;3;25;15.0;63.75
LIG003291;CMD001121;PRD00012;2;449;5.0;853.1
LIG003292;CMD001122;PRD00041;1;899;0.0;899.0
LIG003293;CMD001122;PRD00008;3;999;0.0;2997.0
LIG003294;CMD001123;PRD00058;2;249;15.0;423.3
LIG003295;CMD001123;PRD00097;1;15;0.0;15.0
LIG003296;CMD001124;PRD00043;3;129;0.0;387.0
LIG003297;CMD001124;PRD00052;1;89;0.0;89.0
LIG003298;CMD001125;PRD00057;1;399;15.0;339.15
LIG003299;CMD001125;PRD00009;2;1299;5.0;2468.1
LIG003300;CMD001125;PRD00094;2;29;0.0;58.0
LIG003301;CMD001125;PRD00089;2;89;5.0;169.1
LIG003302;CMD001126;PRD00023;2;129;15.0;219.3
LIG003303;CMD001127;PRD00063;1;19;0.0;19.0
LIG003304;CMD001127;PRD00022;2;79;15.0;134.3
LIG003305;CMD001127;PRD00031;1;99;0.0;99.0
LIG003306;CMD001128;PRD00059;3;39;0.0;117.0
LIG003307;CMD001129;PRD00093;3;19;5.0;54.15
LIG003308;CMD001129;PRD00053;3;699;0.0;2097.0
LIG003309;CMD001129;PRD00034;2;49;15.0;83.3
LIG003310;CMD001129;PRD00085;3;35;15.0;89.25
LIG003311;CMD001130;PRD00007;3;1199;10.0;3237.3
LIG003312;CMD001130;PRD00050;1;299;10.0;269.1
LIG003313;CMD001130;PRD00047;2;59;0.0;118.0
LIG003314;CMD001131;PRD00041;1;899;10.0;809.1
LIG003315;CMD001131;PRD00077;3;69;0.0;207.0
LIG003316;CMD001132;PRD00063;3;19;0.0;57.0
LIG003317;CMD001132;PRD00032;2;59;10.0;106.2
LIG003318;CMD001133;PRD00068;2;39;10.0;70.2
LIG003319;CMD001134;PRD00059;1;39;5.0;37.05
LIG003320;CMD001135;PRD00023;3;129;0.0;387.0
LIG003321;CMD001135;PRD00077;2;69;0.0;138.0
LIG003322;CMD001135;PRD00041;1;899;0.0;899.0
LIG003323;CMD001136;PRD00024;2;25;0.0;50.0
LIG003324;CMD001136;PRD00021;1;59;0.0;59.0
LIG003325;CMD001136;PRD00003;2;699;0.0;1398.0
LIG003326;CMD001136;PRD00047;2;59;15.0;100.3
LIG003327;CMD001137;PRD00089;3;89;0.0;267.0
LIG003328;CMD001138;PRD00067;2;49;0.0;98.0
LIG003329;CMD001138;PRD00064;2;799;5.0;1518.1
LIG003330;CMD001138;PRD00066;1;249;0.0;249.0
LIG003331;CMD001138;PRD00077;1;69;0.0;69.0
LIG003332;CMD001138;PRD00075;3;59;15.0;150.45
LIG003333;CMD001139;PRD00064;1;799;5.0;759.05
LIG003334;CMD001139;PRD00033;2;199;15.0;338.3
LIG003335;CMD001139;PRD00080;3;49;0.0;147.0
LIG003336;CMD001139;PRD00090;1;59;10.0;53.1
LIG003337;CMD001140;PRD00041;3;899;0.0;2697.0
LIG003338;CMD001140;PRD00022;1;79;5.0;75.05
LIG003339;CMD001140;PRD00021;1;59;5.0;56.05
LIG003340;CMD001140;PRD00046;2;149;10.0;268.2
LIG003341;CMD001141;PRD00076;1;29;0.0;29.0
LIG003342;CMD001141;PRD00037;2;299;5.0;568.1
LIG003343;CMD001142;PRD00056;2;89;15.0;151.3
LIG003344;CMD001142;PRD00032;3;59;0.0;177.0
LIG003345;CMD001143;PRD00049;2;599;10.0;1078.2
LIG003346;CMD001143;PRD00010;3;799;0.0;2397.0
LIG003347;CMD001143;PRD00043;3;129;15.0;328.95
LIG003348;CMD001143;PRD00085;3;35;0.0;105.0
LIG003349;CMD001144;PRD00035;3;69;10.0;186.3
LIG003350;CMD001145;PRD00020;1;349;0.0;349.0
LIG003351;CMD001145;PRD00013;2;279;15.0;474.3
LIG003352;CMD001146;PRD00069;1;29;0.0;29.0
LIG003353;CMD001146;PRD00064;3;799;0.0;2397.0
LIG003354;CMD001146;PRD00052;3;89;0.0;267.0
LIG003355;CMD001146;PRD00039;2;149;10.0;268.2
LIG003356;CMD001147;PRD00050;1;299;10.0;269.1
LIG003357;CMD001148;PRD00100;3;19;5.0;54.15
LIG003358;CMD001148;PRD00095;2;25;5.0;47.5
LIG003359;CMD001148;PRD00050;3;299;0.0;897.0
LIG003360;CMD001149;PRD00085;3;35;0.0;105.0
LIG003361;CMD001149;PRD00024;3;25;5.0;71.25
LIG003362;CMD001149;PRD00015;1;29;0.0;29.0
LIG003363;CMD001150;PRD00021;3;59;0.0;177.0
LIG003364;CMD001150;PRD00079;1;15;0.0;15.0
LIG003365;CMD001150;PRD00033;3;199;5.0;567.15
LIG003366;CMD001151;PRD00098;3;15;10.0;40.5
LIG003367;CMD001151;PRD00053;3;699;10.0;1887.3
LIG003368;CMD001152;PRD00003;2;699;0.0;1398.0
LIG003369;CMD001152;PRD00008;3;999;15.0;2547.45
LIG003370;CMD001152;PRD00029;3;129;0.0;387.0
LIG003371;CMD001152;PRD00056;3;89;0.0;267.0
LIG003372;CMD001152;PRD00055;1;79;0.0;79.0
LIG003373;CMD001153;PRD00013;2;279;15.0;474.3
LIG003374;CMD001153;PRD00001;1;1199;0.0;1199.0
LIG003375;CMD001154;PRD00089;3;89;10.0;240.3
LIG003376;CMD001154;PRD00021;3;59;0.0;177.0
LIG003377;CMD001154;PRD00054;1;149;5.0;141.55
LIG003378;CMD001154;PRD00079;2;15;10.0;27.0
LIG003379;CMD001154;PRD00022;3;79;5.0;225.15
LIG003380;CMD001155;PRD00027;1;89;0.0;89.0
LIG003381;CMD001155;PRD00065;2;139;5.0;264.1
LIG003382;CMD001155;PRD00079;3;15;0.0;45.0
LIG003383;CMD001155;PRD00050;3;299;0.0;897.0
LIG003384;CMD001155;PRD00087;3;29;0.0;87.0
LIG003385;CMD001156;PRD00056;2;89;0.0;178.0
LIG003386;CMD001156;PRD00071;1;69;0.0;69.0
LIG003387;CMD001157;PRD00087;3;29;10.0;78.3
LIG003388;CMD001158;PRD00062;3;59;0.0;177.0
LIG003389;CMD001158;PRD00042;2;249;5.0;473.1
LIG003390;CMD001158;PRD00091;2;35;5.0;66.5
LIG003391;CMD001158;PRD00098;1;15;15.0;12.75
LIG003392;CMD001158;PRD00095;1;25;5.0;23.75
LIG003393;CMD001159;PRD00013;1;279;10.0;251.1
LIG003394;CMD001159;PRD00084;1;25;5.0;23.75
LIG003395;CMD001159;PRD00035;3;69;5.0;196.65
LIG003396;CMD001159;PRD00032;2;59;0.0;118.0
LIG003397;CMD001159;PRD00099;2;25;10.0;45.0
LIG003398;CMD001160;PRD00089;1;89;15.0;75.65
LIG003399;CMD001160;PRD00039;3;149;0.0;447.0
LIG003400;CMD001160;PRD00045;3;89;15.0;226.95
LIG003401;CMD001160;PRD00085;1;35;15.0;29.75
LIG003402;CMD001160;PRD00064;2;799;5.0;1518.1
LIG003403;CMD001161;PRD00013;2;279;10.0;502.2
LIG003404;CMD001161;PRD00018;3;329;10.0;888.3
LIG003405;CMD001161;PRD00042;3;249;0.0;747.0
LIG003406;CMD001161;PRD00058;2;249;0.0;498.0
LIG003407;CMD001161;PRD00027;1;89;10.0;80.1
LIG003408;CMD001162;PRD00078;2;29;0.0;58.0
LIG003409;CMD001162;PRD00003;3;699;5.0;1992.15
LIG003410;CMD001162;PRD00057;2;399;10.0;718.2
LIG003411;CMD001162;PRD00035;2;69;0.0;138.0
LIG003412;CMD001162;PRD00081;2;39;10.0;70.2
LIG003413;CMD001163;PRD00088;3;49;0.0;147.0
LIG003414;CMD001163;PRD00064;3;799;10.0;2157.3
LIG003415;CMD001163;PRD00033;3;199;0.0;597.0
LIG003416;CMD001164;PRD00015;1;29;0.0;29.0
LIG003417;CMD001164;PRD00053;2;699;10.0;1258.2
LIG003418;CMD001164;PRD00060;3;79;0.0;237.0
LIG003419;CMD001165;PRD00034;2;49;0.0;98.0
LIG003420;CMD001166;PRD00016;1;19;5.0;18.05
LIG003421;CMD001166;PRD00005;1;1299;5.0;1234.05
LIG003422;CMD001167;PRD00069;3;29;0.0;87.0
LIG003423;CMD001167;PRD00033;1;199;0.0;199.0
LIG003424;CMD001167;PRD00046;3;149;10.0;402.3
LIG003425;CMD001168;PRD00031;2;99;15.0;168.3
LIG003426;CMD001168;PRD00080;1;49;10.0;44.1
LIG003427;CMD001168;PRD00077;2;69;5.0;131.1
LIG003428;CMD001168;PRD00095;1;25;0.0;25.0
LIG003429;CMD001168;PRD00061;1;39;5.0;37.05
LIG003430;CMD001169;PRD00098;3;15;10.0;40.5
LIG003431;CMD001169;PRD00087;2;29;15.0;49.3
LIG003432;CMD001169;PRD00052;1;89;0.0;89.0
LIG003433;CMD001169;PRD00014;2;49;5.0;93.1
LIG003434;CMD001170;PRD00056;1;89;10.0;80.1
LIG003435;CMD001170;PRD00058;2;249;15.0;423.3
LIG003436;CMD001170;PRD00073;1;199;15.0;169.15
LIG003437;CMD001171;PRD00015;3;29;0.0;87.0
LIG003438;CMD001172;PRD00017;2;379;5.0;720.1
LIG003439;CMD001172;PRD00077;2;69;15.0;117.3
LIG003440;CMD001172;PRD00006;2;1499;5.0;2848.1
LIG003441;CMD001173;PRD00100;1;19;0.0;19.0
LIG003442;CMD001173;PRD00017;2;379;10.0;682.2
LIG003443;CMD001174;PRD00024;3;25;0.0;75.0
LIG003444;CMD001174;PRD00016;2;19;0.0;38.0
LIG003445;CMD001175;PRD00050;3;299;0.0;897.0
LIG003446;CMD001175;PRD00039;2;149;10.0;268.2
LIG003447;CMD001175;PRD00070;1;89;10.0;80.1
LIG003448;CMD001175;PRD00037;2;299;0.0;598.0
LIG003449;CMD001176;PRD00018;2;329;0.0;658.0
LIG003450;CMD001177;PRD00095;1;25;5.0;23.75
LIG003451;CMD001178;PRD00064;2;799;10.0;1438.2
LIG003452;CMD001178;PRD00021;3;59;10.0;159.3
LIG003453;CMD001178;PRD00055;3;79;0.0;237.0
LIG003454;CMD001178;PRD00099;3;25;0.0;75.0
LIG003455;CMD001179;PRD00088;1;49;15.0;41.65
LIG003456;CMD001179;PRD00045;2;89;0.0;178.0
LIG003457;CMD001180;PRD00009;3;1299;15.0;3312.45
LIG003458;CMD001180;PRD00008;1;999;0.0;999.0
LIG003459;CMD001180;PRD00044;2;449;10.0;808.2
LIG003460;CMD001180;PRD00007;1;1199;0.0;1199.0
LIG003461;CMD001181;PRD00099;2;25;10.0;45.0
LIG003462;CMD001181;PRD00019;3;129;15.0;328.95
LIG003463;CMD001181;PRD00039;3;149;0.0;447.0
LIG003464;CMD001182;PRD00034;3;49;0.0;147.0
LIG003465;CMD001182;PRD00038;1;79;0.0;79.0
LIG003466;CMD001183;PRD00028;1;79;0.0;79.0
LIG003467;CMD001183;PRD00054;3;149;10.0;402.3
LIG003468;CMD001183;PRD00011;3;699;0.0;2097.0
LIG003469;CMD001183;PRD00009;2;1299;0.0;2598.0
LIG003470;CMD001183;PRD00089;3;89;5.0;253.65
LIG003471;CMD001184;PRD00061;2;39;0.0;78.0
LIG003472;CMD001184;PRD00026;2;119;15.0;202.3
LIG003473;CMD001184;PRD00002;1;899;0.0;899.0
LIG003474;CMD001184;PRD00037;1;299;0.0;299.0
LIG003475;CMD001184;PRD00072;2;39;15.0;66.3
LIG003476;CMD001185;PRD00007;2;1199;5.0;2278.1
LIG003477;CMD001185;PRD00013;3;279;5.0;795.15
LIG003478;CMD001185;PRD00066;1;249;0.0;249.0
LIG003479;CMD001185;PRD00073;2;199;5.0;378.1
LIG003480;CMD001185;PRD00014;2;49;0.0;98.0
LIG003481;CMD001186;PRD00029;1;129;10.0;116.1
LIG003482;CMD001186;PRD00027;3;89;10.0;240.3
LIG003483;CMD001186;PRD00051;2;449;5.0;853.1
LIG003484;CMD001187;PRD00015;1;29;10.0;26.1
LIG003485;CMD001188;PRD00013;1;279;10.0;251.1
LIG003486;CMD001188;PRD00091;3;35;5.0;99.75
LIG003487;CMD001189;PRD00095;3;25;0.0;75.0
LIG003488;CMD001189;PRD00066;3;249;15.0;634.95
LIG003489;CMD001189;PRD00100;3;19;15.0;48.45
LIG003490;CMD001190;PRD00082;2;49;10.0;88.2
LIG003491;CMD001190;PRD00091;1;35;10.0;31.5
LIG003492;CMD001190;PRD00074;3;129;0.0;387.0
LIG003493;CMD001191;PRD00078;2;29;10.0;52.2
LIG003494;CMD001191;PRD00085;3;35;0.0;105.0
LIG003495;CMD001191;PRD00081;3;39;10.0;105.3
LIG003496;CMD001191;PRD00010;2;799;0.0;1598.0
LIG003497;CMD001191;PRD00018;2;329;0.0;658.0
LIG003498;CMD001192;PRD00035;1;69;5.0;65.55
LIG003499;CMD001193;PRD00093;3;19;0.0;57.0
LIG003500;CMD001193;PRD00028;1;79;10.0;71.1
LIG003501;CMD001194;PRD00063;3;19;0.0;57.0
LIG003502;CMD001194;PRD00069;1;29;15.0;24.65
LIG003503;CMD001194;PRD00011;3;699;15.0;1782.45
LIG003504;CMD001194;PRD00036;3;129;10.0;348.3
LIG003505;CMD001194;PRD00044;3;449;0.0;1347.0
LIG003506;CMD001195;PRD00055;1;79;15.0;67.15
LIG003507;CMD001195;PRD00075;3;59;0.0;177.0
LIG003508;CMD001195;PRD00027;3;89;10.0;240.3
LIG003509;CMD001195;PRD00029;3;129;0.0;387.0
LIG003510;CMD001195;PRD00048;3;79;5.0;225.15
LIG003511;CMD001196;PRD00016;3;19;0.0;57.0
LIG003512;CMD001197;PRD00061;2;39;0.0;78.0
LIG003513;CMD001197;PRD00040;1;49;15.0;41.65
LIG003514;CMD001197;PRD00018;2;329;0.0;658.0
LIG003515;CMD001197;PRD00083;3;19;0.0;57.0
LIG003516;CMD001197;PRD00041;3;899;10.0;2427.3
LIG003517;CMD001198;PRD00018;2;329;0.0;658.0
LIG003518;CMD001199;PRD00027;1;89;5.0;84.55
LIG003519;CMD001199;PRD00049;1;599;0.0;599.0
LIG003520;CMD001199;PRD00097;3;15;0.0;45.0
LIG003521;CMD001199;PRD00052;3;89;15.0;226.95
LIG003522;CMD001200;PRD00081;2;39;10.0;70.2
LIG003523;CMD001201;PRD00012;2;449;5.0;853.1
LIG003524;CMD001201;PRD00084;2;25;0.0;50.0
LIG003525;CMD001202;PRD00038;3;79;0.0;237.0
LIG003526;CMD001202;PRD00032;3;59;0.0;177.0
LIG003527;CMD001202;PRD00051;3;449;0.0;1347.0
LIG003528;CMD001202;PRD00087;2;29;5.0;55.1
LIG003529;CMD001203;PRD00001;1;1199;10.0;1079.1
LIG003530;CMD001203;PRD00044;1;449;5.0;426.55
LIG003531;CMD001203;PRD00032;2;59;0.0;118.0
LIG003532;CMD001203;PRD00038;1;79;15.0;67.15
LIG003533;CMD001204;PRD00043;3;129;0.0;387.0
LIG003534;CMD001204;PRD00069;2;29;0.0;58.0
LIG003535;CMD001205;PRD00018;2;329;0.0;658.0
LIG003536;CMD001206;PRD00014;2;49;0.0;98.0
LIG003537;CMD001206;PRD00034;3;49;10.0;132.3
LIG003538;CMD001206;PRD00082;1;49;10.0;44.1
LIG003539;CMD001206;PRD00087;2;29;0.0;58.0
LIG003540;CMD001206;PRD00035;1;69;10.0;62.1
LIG003541;CMD001207;PRD00023;3;129;10.0;348.3
LIG003542;CMD001207;PRD00065;2;139;0.0;278.0
LIG003543;CMD001207;PRD00069;2;29;0.0;58.0
LIG003544;CMD001207;PRD00098;1;15;15.0;12.75
LIG003545;CMD001207;PRD00036;1;129;0.0;129.0
LIG003546;CMD001208;PRD00003;2;699;10.0;1258.2
LIG003547;CMD001208;PRD00083;3;19;0.0;57.0
LIG003548;CMD001209;PRD00065;1;139;10.0;125.1
LIG003549;CMD001209;PRD00098;2;15;5.0;28.5
LIG003550;CMD001209;PRD00067;3;49;15.0;124.95
LIG003551;CMD001209;PRD00009;2;1299;10.0;2338.2
LIG003552;CMD001209;PRD00064;1;799;15.0;679.15
LIG003553;CMD001210;PRD00030;3;189;0.0;567.0
LIG003554;CMD001211;PRD00024;3;25;0.0;75.0
LIG003555;CMD001212;PRD00084;1;25;0.0;25.0
LIG003556;CMD001213;PRD00009;3;1299;15.0;3312.45
LIG003557;CMD001213;PRD00003;2;699;15.0;1188.3
LIG003558;CMD001213;PRD00008;3;999;15.0;2547.45
LIG003559;CMD001214;PRD00083;3;19;10.0;51.3
LIG003560;CMD001214;PRD00010;2;799;0.0;1598.0
LIG003561;CMD001214;PRD00008;3;999;0.0;2997.0
LIG003562;CMD001214;PRD00080;1;49;0.0;49.0
LIG003563;CMD001214;PRD00062;3;59;5.0;168.15
LIG003564;CMD001215;PRD00053;1;699;5.0;664.05
LIG003565;CMD001215;PRD00027;2;89;0.0;178.0
LIG003566;CMD001215;PRD00024;1;25;0.0;25.0
LIG003567;CMD001215;PRD00023;1;129;0.0;129.0
LIG003568;CMD001215;PRD00048;3;79;15.0;201.45
LIG003569;CMD001216;PRD00025;2;69;5.0;131.1
LIG003570;CMD001217;PRD00070;2;89;15.0;151.3
LIG003571;CMD001217;PRD00052;3;89;0.0;267.0
LIG003572;CMD001218;PRD00054;3;149;0.0;447.0
LIG003573;CMD001218;PRD00093;1;19;5.0;18.05
LIG003574;CMD001218;PRD00018;3;329;10.0;888.3
LIG003575;CMD001218;PRD00009;1;1299;0.0;1299.0
LIG003576;CMD001219;PRD00032;1;59;0.0;59.0
LIG003577;CMD001219;PRD00018;2;329;0.0;658.0
LIG003578;CMD001219;PRD00043;3;129;5.0;367.65
LIG003579;CMD001219;PRD00073;1;199;0.0;199.0
LIG003580;CMD001220;PRD00070;3;89;0.0;267.0
LIG003581;CMD001220;PRD00049;3;599;10.0;1617.3
LIG003582;CMD001221;PRD00033;2;199;15.0;338.3
LIG003583;CMD001222;PRD00009;2;1299;0.0;2598.0
LIG003584;CMD001222;PRD00061;2;39;0.0;78.0
LIG003585;CMD001222;PRD00001;1;1199;0.0;1199.0
LIG003586;CMD001222;PRD00059;2;39;0.0;78.0
LIG003587;CMD001222;PRD00033;1;199;0.0;199.0
LIG003588;CMD001223;PRD00076;1;29;0.0;29.0
LIG003589;CMD001223;PRD00035;3;69;15.0;175.95
LIG003590;CMD001224;PRD00049;1;599;0.0;599.0
LIG003591;CMD001224;PRD00079;3;15;0.0;45.0
LIG003592;CMD001225;PRD00011;2;699;15.0;1188.3
LIG003593;CMD001225;PRD00084;3;25;0.0;75.0
LIG003594;CMD001225;PRD00060;3;79;0.0;237.0
LIG003595;CMD001225;PRD00078;2;29;0.0;58.0
LIG003596;CMD001226;PRD00014;3;49;0.0;147.0
LIG003597;CMD001226;PRD00074;2;129;10.0;232.2
LIG003598;CMD001227;PRD00069;2;29;10.0;52.2
LIG003599;CMD001227;PRD00053;3;699;5.0;1992.15
LIG003600;CMD001227;PRD00033;1;199;0.0;199.0
LIG003601;CMD001227;PRD00062;2;59;5.0;112.1
LIG003602;CMD001227;PRD00072;1;39;0.0;39.0
LIG003603;CMD001228;PRD00057;3;399;0.0;1197.0
LIG003604;CMD001228;PRD00085;3;35;0.0;105.0
LIG003605;CMD001229;PRD00007;2;1199;10.0;2158.2
LIG003606;CMD001230;PRD00042;2;249;10.0;448.2
LIG003607;CMD001230;PRD00030;2;189;10.0;340.2
LIG003608;CMD001231;PRD00041;1;899;15.0;764.15
LIG003609;CMD001231;PRD00036;1;129;0.0;129.0
LIG003610;CMD001231;PRD00056;1;89;0.0;89.0
LIG003611;CMD001231;PRD00024;1;25;15.0;21.25
LIG003612;CMD001232;PRD00098;1;15;0.0;15.0
LIG003613;CMD001232;PRD00028;1;79;0.0;79.0
LIG003614;CMD001233;PRD00076;3;29;0.0;87.0
LIG003615;CMD001233;PRD00015;1;29;10.0;26.1
LIG003616;CMD001234;PRD00003;3;699;0.0;2097.0
LIG003617;CMD001235;PRD00095;3;25;15.0;63.75
LIG003618;CMD001235;PRD00075;2;59;15.0;100.3
LIG003619;CMD001235;PRD00087;3;29;10.0;78.3
LIG003620;CMD001235;PRD00069;1;29;5.0;27.55
LIG003621;CMD001236;PRD00034;1;49;0.0;49.0
LIG003622;CMD001236;PRD00050;3;299;10.0;807.3
LIG003623;CMD001236;PRD00032;3;59;0.0;177.0
LIG003624;CMD001236;PRD00006;3;1499;0.0;4497.0
LIG003625;CMD001237;PRD00067;1;49;0.0;49.0
LIG003626;CMD001238;PRD00040;2;49;15.0;83.3
LIG003627;CMD001238;PRD00020;1;349;0.0;349.0
LIG003628;CMD001238;PRD00003;2;699;0.0;1398.0
LIG003629;CMD001238;PRD00025;2;69;0.0;138.0
LIG003630;CMD001238;PRD00082;2;49;5.0;93.1
LIG003631;CMD001239;PRD00075;2;59;5.0;112.1
LIG003632;CMD001239;PRD00091;2;35;0.0;70.0
LIG003633;CMD001239;PRD00035;3;69;0.0;207.0
LIG003634;CMD001240;PRD00091;3;35;0.0;105.0
LIG003635;CMD001240;PRD00099;3;25;10.0;67.5
LIG003636;CMD001241;PRD00051;1;449;10.0;404.1
LIG003637;CMD001241;PRD00019;2;129;10.0;232.2
LIG003638;CMD001242;PRD00046;1;149;5.0;141.55
LIG003639;CMD001242;PRD00082;2;49;0.0;98.0
LIG003640;CMD001243;PRD00080;3;49;0.0;147.0
LIG003641;CMD001243;PRD00013;3;279;15.0;711.45
LIG003642;CMD001244;PRD00045;2;89;15.0;151.3
LIG003643;CMD001244;PRD00073;2;199;0.0;398.0
LIG003644;CMD001244;PRD00003;1;699;0.0;699.0
LIG003645;CMD001245;PRD00007;1;1199;0.0;1199.0
