commande_id;client_id;date_commande;heure_commande;statut;mode_paiement;transporteur;montant_ht;tva;frais_port;montant_ttc;code_promo
CMD001002;CLI00167;2024-07-12;08:02;Retournée;Carte bancaire;UPS;118.0;23.6;0;141.6;
CMD001003;CLI00367;2024-02-10;12:16;Annulée;Apple Pay;Colissimo;4972.0;994.4;0;5966.4;
CMD001004;CLI00420;2024-07-01;11:28;En cours;Klarna;Colissimo;105.3;21.06;0;126.36;
CMD001005;CLI00329;2024-10-28;16:32;En cours;Virement;UPS;215.65;43.13;0;258.78;FIDELITE15
CMD001006;CLI00412;2024-09-29;09:17;Expédiée;Apple Pay;Chronopost;1294.6;258.92;0;1553.52;BIENVENUE10
CMD001007;CLI00193;2023-08-27;19:24;Livrée;Virement;Chronopost;78.3;15.66;0;93.96;BIENVENUE10
CMD001008;CLI00068;2023-07-28;17:50;Retournée;Carte bancaire;Chronopost;275.1;55.02;0;330.12;
CMD001009;CLI00331;2024-07-16;11:11;Annulée;Klarna;UPS;404.1;80.82;0;484.92;
CMD001010;CLI00365;2024-08-14;10:14;Retournée;PayPal;Colissimo;208.0;41.6;0;249.6;
CMD001011;CLI00033;2024-06-18;19:24;Expédiée;Carte bancaire;Colissimo;6047.85;1209.57;0;7257.42;
CMD001012;CLI00419;2023-10-30;18:15;Livrée;Carte bancaire;UPS;1256.25;251.25;0;1507.5;
CMD001013;CLI00403;2024-05-09;20:06;Livrée;Carte bancaire;Colissimo;221.5;44.3;0;265.8;
CMD001014;CLI00376;2023-01-18;22:44;Annulée;Carte bancaire;DPD;3875.65;775.13;0;4650.78;FIDELITE15
CMD001015;CLI00498;2024-02-04;09:45;Expédiée;PayPal;Mondial Relay;3641.8;728.36;0;4370.16;
CMD001016;CLI00414;2024-04-02;17:00;Retournée;Virement;UPS;1104.15;220.83;0;1324.98;
CMD001017;CLI00221;2024-03-05;17:36;Retournée;Klarna;DPD;251.0;50.2;0;301.2;
CMD001018;CLI00199;2024-09-13;16:35;Annulée;Klarna;UPS;35.1;7.02;6.99;49.11;
CMD001019;CLI00242;2024-06-25;17:15;Annulée;PayPal;Colissimo;2423.95;484.79;0;2908.74;
CMD001020;CLI00068;2024-03-17;13:59;En cours;PayPal;Colissimo;237.25;47.45;0;284.7;FLASH25
CMD001021;CLI00185;2023-12-10;10:31;Retournée;Virement;DPD;203.45;40.69;0;244.14;
CMD001022;CLI00402;2023-03-18;10:38;Livrée;Apple Pay;Mondial Relay;602.4;120.48;0;722.88;
CMD001023;CLI00231;2023-02-24;21:53;Livrée;Carte bancaire;Mondial Relay;1437.1;287.42;0;1724.52;FIDELITE15
CMD001024;CLI00400;2024-06-01;21:55;Livrée;Virement;DPD;129.0;25.8;0;154.8;
CMD001025;CLI00364;2024-08-11;11:59;Livrée;Virement;DPD;3702.15;740.43;0;4442.58;BIENVENUE10
CMD001026;CLI00487;2023-02-24;10:58;Annulée;Klarna;UPS;446.2;89.24;0;535.44;SOLDES20
CMD001027;CLI00455;2023-10-14;18:58;Livrée;Klarna;Chronopost;808.2;161.64;0;969.84;
CMD001028;CLI00353;2023-09-26;22:59;Annulée;Virement;Colissimo;1490.2;298.04;0;1788.24;FLASH25
CMD001029;CLI00034;2023-03-02;13:11;En cours;Apple Pay;Colissimo;3525.1;705.02;0;4230.12;
CMD001030;CLI00381;2024-01-07;08:00;Livrée;Apple Pay;Mondial Relay;2391.5;478.3;0;2869.8;
CMD001031;CLI00450;2024-05-31;21:54;Livrée;Apple Pay;Mondial Relay;1699.7;339.94;0;2039.64;
CMD001032;CLI00305;2023-09-21;20:34;Livrée;Carte bancaire;Chronopost;793.85;158.77;0;952.62;
CMD001033;CLI00019;2023-09-22;18:39;En cours;Apple Pay;Chronopost;628.2;125.64;0;753.84;
CMD001034;CLI00036;2024-04-24;13:55;Livrée;PayPal;DPD;235.0;47.0;0;282.0;
CMD001035;CLI00208;2023-10-07;16:12;Retournée;Klarna;Mondial Relay;1881.3;376.26;0;2257.56;
CMD001036;CLI00163;2023-08-22;22:17;Expédiée;Carte bancaire;DPD;916.1;183.22;0;1099.32;SOLDES20
CMD001037;CLI00230;2024-09-26;17:02;En cours;Klarna;Mondial Relay;2223.0;444.6;0;2667.6;SOLDES20
CMD001038;CLI00055;2023-02-13;15:49;Annulée;Klarna;DPD;711.0;142.2;0;853.2;
CMD001039;CLI00308;2023-01-20;10:40;Livrée;Carte bancaire;DPD;1451.9;290.38;0;1742.28;SOLDES20
CMD001040;CLI00471;2023-08-28;15:57;En cours;Virement;UPS;702.15;140.43;0;842.58;SOLDES20
CMD001041;CLI00447;2023-03-02;09:21;Livrée;PayPal;Chronopost;462.0;92.4;0;554.4;SOLDES20
CMD001042;CLI00495;2024-08-25;21:08;Livrée;Apple Pay;UPS;4468.1;893.62;0;5361.72;
CMD001043;CLI00477;2023-12-29;08:00;En cours;Apple Pay;Mondial Relay;567.0;113.4;0;680.4;
CMD001044;CLI00497;2023-11-08;10:02;Livrée;PayPal;DPD;207.0;41.4;0;248.4;
CMD001045;CLI00260;2024-09-18;18:39;Livrée;Carte bancaire;Chronopost;2397.0;479.4;0;2876.4;SOLDES20
CMD001046;CLI00451;2024-09-22;08:26;Livrée;Apple Pay;UPS;622.8;124.56;0;747.36;
CMD001047;CLI00330;2023-01-20;12:44;Expédiée;PayPal;Chronopost;4820.6;964.12;0;5784.72;
CMD001048;CLI00292;2023-10-23;18:22;Livrée;Carte bancaire;Colissimo;2988.2;597.64;0;3585.84;FLASH25
CMD001049;CLI00109;2024-01-24;17:03;En cours;PayPal;UPS;1616.2;323.24;0;1939.44;
CMD001050;CLI00113;2023-08-15;21:43;Livrée;Carte bancaire;Mondial Relay;7296.15;1459.23;0;8755.38;
CMD001051;CLI00003;2024-10-14;12:57;Retournée;Virement;DPD;4069.65;813.93;0;4883.58;SOLDES20
CMD001052;CLI00387;2024-07-30;21:15;Retournée;Apple Pay;Chronopost;1767.15;353.43;0;2120.58;
CMD001053;CLI00453;2023-05-25;17:08;Annulée;Carte bancaire;DPD;263.35;52.67;0;316.02;
CMD001054;CLI00047;2023-12-19;14:44;Livrée;PayPal;Colissimo;150.0;30.0;0;180.0;
CMD001055;CLI00035;2023-12-28;19:00;Retournée;Virement;UPS;139.65;27.93;0;167.58;
CMD001056;CLI00223;2023-04-19;15:10;Livrée;Carte bancaire;DPD;815.2;163.04;0;978.24;
CMD001057;CLI00363;2023-02-21;16:24;En cours;Klarna;Chronopost;188.3;37.66;0;225.96;FLASH25
CMD001058;CLI00461;2023-06-26;20:30;Retournée;PayPal;Colissimo;1553.15;310.63;0;1863.78;
CMD001059;CLI00091;2024-07-18;18:13;Livrée;PayPal;UPS;1310.15;262.03;0;1572.18;
CMD001060;CLI00034;2024-03-07;08:17;En cours;PayPal;Chronopost;3289.25;657.85;0;3947.1;
CMD001061;CLI00067;2024-03-25;16:05;Annulée;Apple Pay;Mondial Relay;605.0;121.0;0;726.0;
CMD001062;CLI00209;2023-09-17;11:59;Expédiée;Apple Pay;DPD;1331.3;266.26;0;1597.56;FLASH25
CMD001063;CLI00183;2024-02-12;09:30;Livrée;Virement;DPD;3690.95;738.19;0;4429.14;
CMD001064;CLI00441;2023-06-12;21:17;Retournée;Carte bancaire;UPS;1655.3;331.06;0;1986.36;FIDELITE15
CMD001065;CLI00201;2023-06-16;20:56;Livrée;Carte bancaire;DPD;1101.5;220.3;0;1321.8;
CMD001066;CLI00359;2024-02-08;13:23;Livrée;Carte bancaire;Mondial Relay;367.65;73.53;0;441.18;BIENVENUE10
CMD001067;CLI00399;2023-09-18;11:43;Livrée;Virement;UPS;758.1;151.62;0;909.72;
CMD001068;CLI00368;2023-08-19;21:10;Expédiée;Apple Pay;Chronopost;2722.7;544.54;0;3267.24;FIDELITE15
CMD001069;CLI00452;2023-05-01;16:44;Livrée;Virement;Mondial Relay;522.75;104.55;0;627.3;
CMD001070;CLI00052;2024-06-11;17:43;Retournée;Klarna;Colissimo;82.65;16.53;0;99.18;FIDELITE15
CMD001071;CLI00076;2024-10-16;11:35;Livrée;Virement;Chronopost;2183.65;436.73;0;2620.38;
CMD001072;CLI00369;2023-10-16;11:15;Annulée;Virement;Chronopost;134.0;26.8;0;160.8;
CMD001073;CLI00415;2023-09-04;16:31;Livrée;Apple Pay;Colissimo;59.5;11.9;0;71.4;SOLDES20
CMD001074;CLI00369;2023-10-01;19:57;En cours;Virement;Mondial Relay;831.85;166.37;0;998.22;
CMD001075;CLI00185;2023-09-03;20:04;Expédiée;Apple Pay;Chronopost;680.05;136.01;0;816.06;BIENVENUE10
CMD001076;CLI00065;2023-03-22;22:19;Livrée;Klarna;Colissimo;2091.75;418.35;0;2510.1;SOLDES20
CMD001077;CLI00095;2024-02-13;08:29;Livrée;Virement;Chronopost;1015.0;203.0;0;1218.0;
CMD001078;CLI00189;2024-08-25;17:12;Livrée;PayPal;Chronopost;998.3;199.66;0;1197.96;FIDELITE15
CMD001079;CLI00419;2023-04-30;20:29;Livrée;PayPal;Colissimo;309.95;61.99;0;371.94;
CMD001080;CLI00016;2024-06-30;12:20;Livrée;PayPal;Chronopost;633.55;126.71;0;760.26;SOLDES20
CMD001081;CLI00418;2023-10-14;18:10;Livrée;Carte bancaire;UPS;652.6;130.52;0;783.12;FIDELITE15
CMD001082;CLI00408;2023-12-16;14:43;Livrée;Virement;DPD;1023.15;204.63;0;1227.78;
CMD001083;CLI00100;2024-04-24;21:02;Livrée;Virement;Chronopost;109.65;21.93;0;131.58;FLASH25
CMD001084;CLI00478;2024-07-03;16:42;Livrée;Carte bancaire;Colissimo;134.3;26.86;0;161.16;
CMD001085;CLI00472;2023-06-05;15:42;Annulée;PayPal;Colissimo;408.0;81.6;0;489.6;FIDELITE15
CMD001086;CLI00014;2024-09-10;20:40;Livrée;Carte bancaire;DPD;289.2;57.84;0;347.04;
CMD001087;CLI00466;2023-02-05;13:22;Livrée;PayPal;UPS;214.2;42.84;0;257.04;FIDELITE15
CMD001088;CLI00091;2023-01-28;10:09;Livrée;Apple Pay;Chronopost;384.65;76.93;0;461.58;
CMD001089;CLI00458;2024-06-18;19:44;Livrée;PayPal;Mondial Relay;568.1;113.62;0;681.72;
CMD001090;CLI00067;2023-08-21;10:24;Expédiée;Klarna;DPD;2414.85;482.97;0;2897.82;
CMD001091;CLI00392;2024-06-01;10:25;Livrée;Carte bancaire;Mondial Relay;3197.0;639.4;0;3836.4;
CMD001092;CLI00458;2024-07-25;22:45;Retournée;Virement;UPS;1339.15;267.83;0;1606.98;BIENVENUE10
CMD001093;CLI00400;2024-02-17;11:44;Annulée;PayPal;Chronopost;897.0;179.4;0;1076.4;
CMD001094;CLI00471;2024-06-04;10:22;Livrée;Klarna;UPS;45.0;9.0;6.99;60.99;
CMD001095;CLI00368;2024-10-08;21:56;Livrée;Klarna;Mondial Relay;356.0;71.2;0;427.2;
CMD001096;CLI00191;2023-02-20;09:34;Expédiée;Carte bancaire;Mondial Relay;114.15;22.83;0;136.98;FIDELITE15
CMD001097;CLI00351;2024-05-18;18:20;Livrée;PayPal;UPS;94.05;18.81;0;112.86;BIENVENUE10
CMD001098;CLI00396;2023-05-05;08:32;Retournée;Virement;DPD;2206.5;441.3;0;2647.8;
CMD001099;CLI00293;2024-04-29;22:40;En cours;Carte bancaire;Mondial Relay;4577.2;915.44;0;5492.64;
CMD001100;CLI00220;2023-10-02;13:27;Livrée;Virement;Colissimo;597.0;119.4;0;716.4;
CMD001101;CLI00296;2024-01-20;18:00;Livrée;Carte bancaire;UPS;2712.0;542.4;0;3254.4;FLASH25
CMD001102;CLI00050;2023-05-20;14:57;Livrée;Klarna;DPD;723.25;144.65;0;867.9;FLASH25
CMD001103;CLI00273;2024-08-03;20:38;Annulée;PayPal;Chronopost;1620.15;324.03;0;1944.18;FLASH25
CMD001104;CLI00334;2024-02-03;21:40;Livrée;PayPal;UPS;1758.25;351.65;0;2109.9;BIENVENUE10
CMD001105;CLI00104;2023-04-29;09:09;Livrée;Carte bancaire;Chronopost;1267.25;253.45;0;1520.7;
CMD001106;CLI00301;2023-03-12;12:18;En cours;Klarna;DPD;36.1;7.22;6.99;50.31;BIENVENUE10
CMD001107;CLI00246;2023-01-08;15:25;Livrée;Virement;Mondial Relay;592.2;118.44;0;710.64;FIDELITE15
CMD001108;CLI00255;2024-02-15;14:15;Livrée;Virement;Mondial Relay;1485.65;297.13;0;1782.78;
CMD001109;CLI00241;2023-07-23;10:36;Livrée;Apple Pay;Chronopost;1486.4;297.28;0;1783.68;SOLDES20
CMD001110;CLI00106;2023-02-20;12:15;En cours;Carte bancaire;Mondial Relay;1323.5;264.7;0;1588.2;BIENVENUE10
CMD001111;CLI00470;2024-06-21;11:19;Retournée;Virement;Colissimo;1460.45;292.09;0;1752.54;BIENVENUE10
CMD001112;CLI00314;2023-05-05;08:33;Expédiée;Klarna;Chronopost;373.65;74.73;0;448.38;
CMD001113;CLI00115;2023-02-18;11:10;En cours;Carte bancaire;Colissimo;1656.7;331.34;0;1988.04;FLASH25
CMD001114;CLI00067;2023-03-04;13:19;Livrée;Klarna;Mondial Relay;56.05;11.21;0;67.26;
CMD001115;CLI00147;2024-10-07;12:17;Expédiée;Klarna;DPD;547.0;109.4;0;656.4;BIENVENUE10
CMD001116;CLI00196;2023-03-07;21:22;Livrée;Klarna;UPS;3737.25;747.45;0;4484.7;FIDELITE15
CMD001117;CLI00098;2023-12-05;12:12;En cours;Virement;Mondial Relay;4685.8;937.16;0;5622.96;FIDELITE15
CMD001118;CLI00199;2023-08-15;13:03;Livrée;PayPal;Mondial Relay;348.3;69.66;0;417.96;
CMD001119;CLI00098;2024-02-22;10:16;Livrée;Apple Pay;Chronopost;1417.0;283.4;0;1700.4;
CMD001120;CLI00010;2023-11-05;16:50;Livrée;Virement;Chronopost;672.4;134.48;0;806.88;BIENVENUE10
CMD001121;CLI00196;2024-08-19;22:18;Livrée;Carte bancaire;DPD;916.85;183.37;0;1100.22;BIENVENUE10
CMD001122;CLI00097;2023-02-08;08:10;Livrée;PayPal;UPS;3896.0;779.2;0;4675.2;BIENVENUE10
CMD001123;CLI00217;2024-02-05;11:08;En cours;Klarna;Chronopost;438.3;87.66;0;525.96;
CMD001124;CLI00005;2023-05-20;22:00;Livrée;PayPal;Colissimo;476.0;95.2;0;571.2;
CMD001125;CLI00102;2023-09-17;10:49;Expédiée;Apple Pay;UPS;3034.35;606.87;0;3641.22;SOLDES20
CMD001126;CLI00385;2023-11-19;13:13;Livrée;Carte bancaire;Colissimo;219.3;43.86;0;263.16;
CMD001127;CLI00467;2023-08-25;10:34;Retournée;Virement;DPD;252.3;50.46;0;302.76;
CMD001128;CLI00485;2024-08-18;10:42;Livrée;PayPal;Mondial Relay;117.0;23.4;0;140.4;
CMD001129;CLI00452;2024-01-18;15:20;Livrée;Virement;DPD;2323.7;464.74;0;2788.44;
CMD001130;CLI00319;2024-09-07;20:43;Livrée;Apple Pay;Chronopost;3624.4;724.88;0;4349.28;SOLDES20
CMD001131;CLI00259;2023-03-07;14:25;Livrée;Klarna;Mondial Relay;1016.1;203.22;0;1219.32;BIENVENUE10
CMD001132;CLI00469;2024-06-03;20:04;Livrée;PayPal;Colissimo;163.2;32.64;0;195.84;
CMD001133;CLI00044;2023-03-30;08:15;Livrée;Virement;UPS;70.2;14.04;0;84.24;FIDELITE15
CMD001134;CLI00414;2024-09-20;19:02;Livrée;PayPal;UPS;37.05;7.41;6.99;51.45;
CMD001135;CLI00181;2023-04-17;10:57;Livrée;Apple Pay;DPD;1424.0;284.8;0;1708.8;BIENVENUE10
CMD001136;CLI00128;2023-08-14;13:43;Retournée;Virement;UPS;1607.3;321.46;0;1928.76;FIDELITE15
CMD001137;CLI00436;2023-07-16;11:18;Livrée;Virement;Mondial Relay;267.0;53.4;0;320.4;FLASH25
CMD001138;CLI00450;2023-01-19;14:49;Livrée;Klarna;Mondial Relay;2084.55;416.91;0;2501.46;
CMD001139;CLI00314;2023-11-17;19:20;Livrée;Apple Pay;Chronopost;1297.45;259.49;0;1556.94;BIENVENUE10
CMD001140;CLI00095;2024-04-08;09:09;Annulée;Klarna;Chronopost;3096.3;619.26;0;3715.56;
CMD001141;CLI00335;2024-01-13;11:02;Livrée;PayPal;UPS;597.1;119.42;0;716.52;SOLDES20
CMD001142;CLI00162;2024-08-18;18:26;Expédiée;PayPal;UPS;328.3;65.66;0;393.96;BIENVENUE10
CMD001143;CLI00341;2023-07-04;09:12;Livrée;PayPal;Colissimo;3909.15;781.83;0;4690.98;
CMD001144;CLI00336;2024-07-05;21:54;Livrée;PayPal;Chronopost;186.3;37.26;0;223.56;
CMD001145;CLI00420;2024-10-19;12:32;Livrée;Carte bancaire;Mondial Relay;823.3;164.66;0;987.96;
CMD001146;CLI00446;2024-03-21;16:03;Retournée;Apple Pay;Mondial Relay;2961.2;592.24;0;3553.44;BIENVENUE10
CMD001147;CLI00385;2023-05-17;22:32;Livrée;Apple Pay;DPD;269.1;53.82;0;322.92;FLASH25
CMD001148;CLI00126;2023-11-18;20:47;Retournée;Carte bancaire;UPS;998.65;199.73;0;1198.38;FIDELITE15
CMD001149;CLI00371;2023-05-13;09:12;Livrée;PayPal;Colissimo;205.25;41.05;0;246.3;BIENVENUE10
CMD001150;CLI00354;2023-03-07;16:58;Livrée;Klarna;Colissimo;759.15;151.83;0;910.98;
CMD001151;CLI00242;2024-09-21;12:36;Annulée;Klarna;Colissimo;1927.8;385.56;0;2313.36;
CMD001152;CLI00264;2023-07-23;13:59;Livrée;PayPal;Chronopost;4678.45;935.69;0;5614.14;SOLDES20
CMD001153;CLI00100;2024-07-11;20:11;Expédiée;Virement;Chronopost;1673.3;334.66;0;2007.96;
CMD001154;CLI00282;2023-01-02;10:52;En cours;Apple Pay;DPD;811.0;162.2;0;973.2;
CMD001155;CLI00440;2023-08-21;22:40;Livrée;Klarna;DPD;1382.1;276.42;0;1658.52;
CMD001156;CLI00204;2024-04-10;11:09;Livrée;Klarna;Chronopost;247.0;49.4;0;296.4;
CMD001157;CLI00461;2023-08-20;19:14;Livrée;Virement;Chronopost;78.3;15.66;0;93.96;FLASH25
CMD001158;CLI00378;2024-09-06;20:40;Livrée;Virement;UPS;753.1;150.62;0;903.72;
CMD001159;CLI00004;2024-10-12;19:07;Retournée;Virement;UPS;634.5;126.9;0;761.4;FIDELITE15
CMD001160;CLI00297;2024-06-30;13:44;Livrée;Apple Pay;UPS;2297.45;459.49;0;2756.94;FIDELITE15
CMD001161;CLI00392;2023-06-24;12:42;En cours;Apple Pay;Colissimo;2715.6;543.12;0;3258.72;FLASH25
CMD001162;CLI00378;2023-11-02;17:25;Livrée;Apple Pay;Colissimo;2976.55;595.31;0;3571.86;
CMD001163;CLI00284;2024-09-01;14:17;Annulée;Carte bancaire;UPS;2901.3;580.26;0;3481.56;
CMD001164;CLI00411;2024-09-14;11:25;Retournée;Klarna;UPS;1524.2;304.84;0;1829.04;
CMD001165;CLI00195;2023-10-27;08:50;Retournée;Klarna;Chronopost;98.0;19.6;0;117.6;FIDELITE15
CMD001166;CLI00449;2023-01-11;08:25;En cours;Apple Pay;Mondial Relay;1252.1;250.42;0;1502.52;
CMD001167;CLI00010;2024-07-11;17:35;Livrée;PayPal;Colissimo;688.3;137.66;0;825.96;SOLDES20
CMD001168;CLI00248;2023-11-09;20:23;Retournée;Carte bancaire;Colissimo;405.55;81.11;0;486.66;
CMD001169;CLI00109;2023-02-17;12:06;En cours;Klarna;Mondial Relay;271.9;54.38;0;326.28;
CMD001170;CLI00423;2024-03-24;09:33;Retournée;Apple Pay;Chronopost;672.55;134.51;0;807.06;FIDELITE15
CMD001171;CLI00450;2024-10-20;14:23;Livrée;Carte bancaire;Colissimo;87.0;17.4;0;104.4;
CMD001172;CLI00139;2023-10-30;16:57;Livrée;Apple Pay;Mondial Relay;3685.5;737.1;0;4422.6;
CMD001173;CLI00155;2023-02-09;17:27;Expédiée;Apple Pay;Chronopost;701.2;140.24;0;841.44;SOLDES20
CMD001174;CLI00478;2024-03-11;11:59;Livrée;Virement;DPD;113.0;22.6;0;135.6;
CMD001175;CLI00133;2024-05-25;10:06;Livrée;PayPal;UPS;1843.3;368.66;0;2211.96;
CMD001176;CLI00161;2023-01-07;19:22;Annulée;PayPal;Colissimo;658.0;131.6;0;789.6;
CMD001177;CLI00360;2024-09-02;18:11;Livrée;Carte bancaire;Colissimo;23.75;4.75;4.99;33.49;FLASH25
CMD001178;CLI00122;2024-10-17;16:20;Livrée;Virement;UPS;1909.5;381.9;0;2291.4;SOLDES20
CMD001179;CLI00088;2023-07-05;14:07;Livrée;Klarna;Mondial Relay;219.65;43.93;0;263.58;FLASH25
CMD001180;CLI00189;2024-09-21;15:29;Livrée;Virement;Mondial Relay;6318.65;1263.73;0;7582.38;FLASH25
CMD001181;CLI00118;2024-01-10;09:53;Livrée;Apple Pay;Colissimo;820.95;164.19;0;985.14;SOLDES20
CMD001182;CLI00298;2023-11-04;11:31;Annulée;Klarna;UPS;226.0;45.2;0;271.2;
CMD001183;CLI00114;2023-07-19;16:34;Livrée;PayPal;UPS;5429.95;1085.99;0;6515.94;
CMD001184;CLI00181;2023-06-28;12:26;Annulée;Virement;Chronopost;1544.6;308.92;0;1853.52;SOLDES20
CMD001185;CLI00374;2023-08-20;19:30;Annulée;Apple Pay;DPD;3798.35;759.67;0;4558.02;
CMD001186;CLI00304;2024-02-12;18:50;Livrée;Apple Pay;Mondial Relay;1209.5;241.9;0;1451.4;SOLDES20
CMD001187;CLI00027;2024-09-16;16:21;Livrée;Apple Pay;Chronopost;26.1;5.22;9.99;41.31;
CMD001188;CLI00273;2023-08-28;18:33;En cours;Virement;Mondial Relay;350.85;70.17;0;421.02;
CMD001189;CLI00334;2023-10-29;15:37;Expédiée;Virement;DPD;758.4;151.68;0;910.08;
CMD001190;CLI00288;2024-01-15;21:37;Annulée;Carte bancaire;Chronopost;506.7;101.34;0;608.04;
CMD001191;CLI00037;2024-03-27;22:21;Annulée;Klarna;UPS;2518.5;503.7;0;3022.2;BIENVENUE10
CMD001192;CLI00469;2023-09-26;15:48;En cours;PayPal;UPS;65.55;13.11;0;78.66;FIDELITE15
CMD001193;CLI00268;2023-04-18;16:21;Livrée;Apple Pay;UPS;128.1;25.62;0;153.72;
CMD001194;CLI00397;2023-03-25;21:06;Livrée;Apple Pay;DPD;3559.4;711.88;0;4271.28;
CMD001195;CLI00190;2023-11-20;19:00;Livrée;Virement;Chronopost;1096.6;219.32;0;1315.92;
CMD001196;CLI00345;2024-02-09;20:37;Livrée;Carte bancaire;Colissimo;57.0;11.4;0;68.4;
CMD001197;CLI00491;2024-06-29;13:52;Livrée;Klarna;Colissimo;3261.95;652.39;0;3914.34;
CMD001198;CLI00022;2023-10-18;19:29;En cours;PayPal;DPD;658.0;131.6;0;789.6;
CMD001199;CLI00464;2023-12-18;17:25;Retournée;Klarna;Chronopost;955.5;191.1;0;1146.6;
CMD001200;CLI00181;2023-09-05;13:55;Livrée;Apple Pay;Colissimo;70.2;14.04;0;84.24;SOLDES20
CMD001201;CLI00325;2023-10-26;17:31;Annulée;Klarna;Chronopost;903.1;180.62;0;1083.72;SOLDES20
CMD001202;CLI00178;2023-04-29;10:29;Livrée;Carte bancaire;Chronopost;1816.1;363.22;0;2179.32;FIDELITE15
CMD001203;CLI00393;2024-10-27;18:26;Expédiée;Carte bancaire;Colissimo;1690.8;338.16;0;2028.96;
CMD001204;CLI00320;2024-04-17;08:23;En cours;Carte bancaire;Colissimo;445.0;89.0;0;534.0;
CMD001205;CLI00343;2024-07-27;08:16;Retournée;PayPal;DPD;658.0;131.6;0;789.6;FIDELITE15
CMD001206;CLI00107;2024-03-08;14:36;Livrée;Carte bancaire;DPD;394.5;78.9;0;473.4;FLASH25
CMD001207;CLI00206;2023-09-24;16:47;Livrée;Apple Pay;Chronopost;826.05;165.21;0;991.26;FLASH25
CMD001208;CLI00064;2024-04-09;20:06;Livrée;Apple Pay;Mondial Relay;1315.2;263.04;0;1578.24;
CMD001209;CLI00104;2023-11-09;11:13;Livrée;Apple Pay;Mondial Relay;3295.9;659.18;0;3955.08;FLASH25
CMD001210;CLI00231;2023-01-15;17:00;Livrée;Klarna;Colissimo;567.0;113.4;0;680.4;SOLDES20
CMD001211;CLI00099;2024-06-08;14:08;Expédiée;Virement;Mondial Relay;75.0;15.0;0;90.0;
CMD001212;CLI00497;2023-02-10;17:02;Livrée;Virement;DPD;25.0;5.0;4.99;34.99;FLASH25
CMD001213;CLI00069;2023-01-08;12:06;Livrée;Klarna;Chronopost;7048.2;1409.64;0;8457.84;
CMD001214;CLI00139;2024-01-16;08:37;Livrée;Klarna;DPD;4863.45;972.69;0;5836.14;
CMD001215;CLI00382;2024-02-04;18:13;Livrée;PayPal;DPD;1197.5;239.5;0;1437.0;
CMD001216;CLI00056;2024-06-30;16:27;Livrée;Carte bancaire;DPD;131.1;26.22;0;157.32;
CMD001217;CLI00026;2024-05-01;08:59;Livrée;PayPal;Colissimo;418.3;83.66;0;501.96;
CMD001218;CLI00305;2023-12-10;13:29;Livrée;Apple Pay;UPS;2652.35;530.47;0;3182.82;SOLDES20
CMD001219;CLI00016;2023-03-03;20:49;Livrée;Carte bancaire;DPD;1283.65;256.73;0;1540.38;
CMD001220;CLI00083;2023-04-06;15:56;Livrée;Carte bancaire;DPD;1884.3;376.86;0;2261.16;FLASH25
CMD001221;CLI00073;2023-07-10;20:17;Livrée;Apple Pay;Colissimo;338.3;67.66;0;405.96;FLASH25
CMD001222;CLI00057;2024-08-06;13:09;Livrée;Carte bancaire;DPD;4152.0;830.4;0;4982.4;
CMD001223;CLI00074;2023-12-17;19:01;Livrée;Klarna;Mondial Relay;204.95;40.99;0;245.94;BIENVENUE10
CMD001224;CLI00380;2024-04-01;14:41;Annulée;Virement;Mondial Relay;644.0;128.8;0;772.8;
CMD001225;CLI00116;2023-05-14;21:44;Annulée;Virement;UPS;1558.3;311.66;0;1869.96;SOLDES20
CMD001226;CLI00058;2024-01-27;17:59;Livrée;Carte bancaire;Chronopost;379.2;75.84;0;455.04;FIDELITE15
CMD001227;CLI00277;2024-02-19;16:33;Livrée;Virement;Mondial Relay;2394.45;478.89;0;2873.34;FLASH25
CMD001228;CLI00133;2023-01-25;17:02;Retournée;Apple Pay;Mondial Relay;1302.0;260.4;0;1562.4;
CMD001229;CLI00044;2024-03-23;19:46;Livrée;Klarna;Chronopost;2158.2;431.64;0;2589.84;FIDELITE15
CMD001230;CLI00312;2024-10-02;14:17;Livrée;Apple Pay;Colissimo;788.4;157.68;0;946.08;
CMD001231;CLI00061;2023-08-18;19:31;Retournée;PayPal;Colissimo;1003.4;200.68;0;1204.08;SOLDES20
CMD001232;CLI00463;2023-12-03;16:33;Livrée;Apple Pay;Chronopost;94.0;18.8;0;112.8;BIENVENUE10
CMD001233;CLI00381;2024-02-17;16:36;Annulée;Klarna;Colissimo;113.1;22.62;0;135.72;
CMD001234;CLI00130;2023-05-02;14:36;Expédiée;PayPal;Chronopost;2097.0;419.4;0;2516.4;
CMD001235;CLI00351;2024-05-21;08:34;Livrée;Virement;Mondial Relay;269.9;53.98;0;323.88;
CMD001236;CLI00483;2024-07-14;11:27;Expédiée;Carte bancaire;Colissimo;5530.3;1106.06;0;6636.36;
CMD001237;CLI00488;2024-04-01;18:38;Livrée;Klarna;Mondial Relay;49.0;9.8;4.99;63.79;BIENVENUE10
CMD001238;CLI00169;2024-05-28;14:01;Livrée;Apple Pay;Mondial Relay;2061.4;412.28;0;2473.68;FIDELITE15
CMD001239;CLI00484;2024-08-11;09:03;Livrée;Klarna;Chronopost;389.1;77.82;0;466.92;BIENVENUE10
